"ID_sim","SNR","Method","Retention","Nonzero","Prediction"
"5 100","0.419807852829051","Lasso","4","11","14.4738703439944"
"5 100","0.419807852829051","Relaxed Lasso","2","2","16.0514404424971"
"5 100","0.419807852829051","RF","2","3","12.5188568420432"
"6 1","0.714612644757177","Lasso","5","19","9.1982786062729"
"6 1","0.714612644757177","Relaxed Lasso","5","17","9.68680843786589"
"6 1","0.714612644757177","RF","2","6","8.45786465984983"
"6 2","0.714612644757177","Lasso","5","25","7.82526478678638"
"6 2","0.714612644757177","Relaxed Lasso","5","23","7.85799247923943"
"6 2","0.714612644757177","RF","3","9","7.63470879055839"
"6 3","0.714612644757177","Lasso","5","6","7.57809266688269"
"6 3","0.714612644757177","Relaxed Lasso","5","6","7.79176513363578"
"6 3","0.714612644757177","RF","5","6","7.93710158900579"
"6 4","0.714612644757177","Lasso","5","11","9.04331686538844"
"6 4","0.714612644757177","Relaxed Lasso","5","8","9.50447577949694"
"6 4","0.714612644757177","RF","5","7","7.38085391068085"
"6 5","0.714612644757177","Lasso","5","10","9.68758258986731"
"6 5","0.714612644757177","Relaxed Lasso","5","5","9.97129564302447"
"6 5","0.714612644757177","RF","5","6","8.84282418071946"
"6 6","0.714612644757177","Lasso","5","13","9.88862320282764"
"6 6","0.714612644757177","Relaxed Lasso","5","5","9.56651231716779"
"6 6","0.714612644757177","RF","4","5","8.97740528257047"
"6 7","0.714612644757177","Lasso","5","11","11.5064467143274"
"6 7","0.714612644757177","Relaxed Lasso","5","8","10.8657230480771"
"6 7","0.714612644757177","RF","4","8","9.91068461216503"
"6 8","0.714612644757177","Lasso","4","9","9.32805389246232"
"6 8","0.714612644757177","Relaxed Lasso","3","4","9.35635693816845"
"6 8","0.714612644757177","RF","3","4","6.79749866594782"
"6 9","0.714612644757177","Lasso","5","17","7.74070954173656"
"6 9","0.714612644757177","Relaxed Lasso","5","8","7.71407377492558"
"6 9","0.714612644757177","RF","3","5","6.88220488922291"
"6 10","0.714612644757177","Lasso","5","14","7.37617814188294"
"6 10","0.714612644757177","Relaxed Lasso","3","4","7.13583596716694"
"6 10","0.714612644757177","RF","3","6","6.66530505371423"
"6 11","0.714612644757177","Lasso","5","12","9.57438403858427"
"6 11","0.714612644757177","Relaxed Lasso","4","4","11.309230729914"
"6 11","0.714612644757177","RF","4","5","8.75133062150634"
"6 12","0.714612644757177","Lasso","5","8","7.58491876461635"
"6 12","0.714612644757177","Relaxed Lasso","4","4","7.43793177463175"
"6 12","0.714612644757177","RF","3","5","6.68160146732152"
"6 13","0.714612644757177","Lasso","5","21","10.2009764720993"
"6 13","0.714612644757177","Relaxed Lasso","5","21","9.0116324645283"
"6 13","0.714612644757177","RF","2","3","9.22510799949161"
"6 14","0.714612644757177","Lasso","5","10","7.94290601002139"
"6 14","0.714612644757177","Relaxed Lasso","5","6","7.49968291565634"
"6 14","0.714612644757177","RF","5","8","7.35831967950167"
"6 15","0.714612644757177","Lasso","5","12","11.4007456625856"
"6 15","0.714612644757177","Relaxed Lasso","5","10","10.9632615439156"
"6 15","0.714612644757177","RF","3","9","8.36694037489966"
"6 16","0.714612644757177","Lasso","5","12","9.7919049001352"
"6 16","0.714612644757177","Relaxed Lasso","4","4","9.4055121808798"
"6 16","0.714612644757177","RF","3","5","7.93358647131799"
"6 17","0.714612644757177","Lasso","5","13","10.6286273639809"
"6 17","0.714612644757177","Relaxed Lasso","4","5","10.7935553731804"
"6 17","0.714612644757177","RF","5","7","11.120635595599"
"6 18","0.714612644757177","Lasso","5","30","6.93365084066216"
"6 18","0.714612644757177","Relaxed Lasso","5","9","6.83784959532876"
"6 18","0.714612644757177","RF","4","7","6.75805092242456"
"6 19","0.714612644757177","Lasso","5","12","7.60340006463767"
"6 19","0.714612644757177","Relaxed Lasso","5","7","6.98976843177178"
"6 19","0.714612644757177","RF","3","6","5.9452482598736"
"6 20","0.714612644757177","Lasso","5","18","9.25910945672158"
"6 20","0.714612644757177","Relaxed Lasso","5","13","9.19686401918448"
"6 20","0.714612644757177","RF","4","7","9.24870112499254"
"6 21","0.714612644757177","Lasso","4","21","9.94063673654924"
"6 21","0.714612644757177","Relaxed Lasso","4","5","11.8284480608227"
"6 21","0.714612644757177","RF","2","4","9.29589009100958"
"6 22","0.714612644757177","Lasso","5","22","9.31070168769025"
"6 22","0.714612644757177","Relaxed Lasso","3","3","9.57775220979632"
"6 22","0.714612644757177","RF","4","7","8.05031643584206"
"6 23","0.714612644757177","Lasso","5","16","8.31822537892445"
"6 23","0.714612644757177","Relaxed Lasso","4","6","8.27725067151754"
"6 23","0.714612644757177","RF","3","7","7.81559711551347"
"6 24","0.714612644757177","Lasso","5","33","7.37131665756024"
"6 24","0.714612644757177","Relaxed Lasso","5","31","8.04689807009653"
"6 24","0.714612644757177","RF","3","4","6.46717787570127"
"6 25","0.714612644757177","Lasso","5","17","9.37554171910948"
"6 25","0.714612644757177","Relaxed Lasso","4","6","9.21442576247261"
"6 25","0.714612644757177","RF","3","8","7.99550086599492"
"6 26","0.714612644757177","Lasso","5","12","9.35816887325689"
"6 26","0.714612644757177","Relaxed Lasso","4","4","9.3668627878882"
"6 26","0.714612644757177","RF","4","4","8.05285922208729"
"6 27","0.714612644757177","Lasso","5","20","11.2982505503644"
"6 27","0.714612644757177","Relaxed Lasso","5","20","10.5407469869766"
"6 27","0.714612644757177","RF","3","5","10.0029051009116"
"6 28","0.714612644757177","Lasso","5","19","13.3828175095198"
"6 28","0.714612644757177","Relaxed Lasso","5","19","13.025011788838"
"6 28","0.714612644757177","RF","3","8","10.8356750942553"
"6 29","0.714612644757177","Lasso","4","14","9.70292411315973"
"6 29","0.714612644757177","Relaxed Lasso","3","4","9.12752562904497"
"6 29","0.714612644757177","RF","3","5","9.8202743418656"
"6 30","0.714612644757177","Lasso","5","12","11.0409459821065"
"6 30","0.714612644757177","Relaxed Lasso","5","11","11.5027334727229"
"6 30","0.714612644757177","RF","4","6","9.33553972827027"
"6 31","0.714612644757177","Lasso","5","13","10.2145575915689"
"6 31","0.714612644757177","Relaxed Lasso","5","11","10.2107679412671"
"6 31","0.714612644757177","RF","3","8","8.48070139695869"
"6 32","0.714612644757177","Lasso","5","7","10.8666973009818"
"6 32","0.714612644757177","Relaxed Lasso","4","4","10.873126157248"
"6 32","0.714612644757177","RF","2","5","8.61812777224809"
"6 33","0.714612644757177","Lasso","5","30","6.93244195403673"
"6 33","0.714612644757177","Relaxed Lasso","5","16","6.86817461988226"
"6 33","0.714612644757177","RF","3","7","6.25176529871843"
"6 34","0.714612644757177","Lasso","5","14","8.63570066860759"
"6 34","0.714612644757177","Relaxed Lasso","5","6","8.80273798896028"
"6 34","0.714612644757177","RF","4","6","8.6341391913554"
"6 35","0.714612644757177","Lasso","5","26","11.2712873849318"
"6 35","0.714612644757177","Relaxed Lasso","5","8","11.0243500058607"
"6 35","0.714612644757177","RF","4","6","9.55080805833868"
"6 36","0.714612644757177","Lasso","4","8","11.2511240212163"
"6 36","0.714612644757177","Relaxed Lasso","4","6","9.36908830691887"
"6 36","0.714612644757177","RF","4","6","8.77073201359543"
"6 37","0.714612644757177","Lasso","4","11","9.19774795137857"
"6 37","0.714612644757177","Relaxed Lasso","4","9","8.02824347282482"
"6 37","0.714612644757177","RF","4","6","8.61280823942426"
"6 38","0.714612644757177","Lasso","5","39","11.1415565232273"
"6 38","0.714612644757177","Relaxed Lasso","4","16","10.5629051219327"
"6 38","0.714612644757177","RF","1","7","8.93627666373664"
"6 39","0.714612644757177","Lasso","5","14","10.7900834070045"
"6 39","0.714612644757177","Relaxed Lasso","4","6","10.4783273206097"
"6 39","0.714612644757177","RF","5","6","9.77438757940101"
"6 40","0.714612644757177","Lasso","2","3","11.5963448039805"
"6 40","0.714612644757177","Relaxed Lasso","2","2","11.5080902379115"
"6 40","0.714612644757177","RF","2","7","8.89373882143905"
"6 41","0.714612644757177","Lasso","5","18","9.90540692409345"
"6 41","0.714612644757177","Relaxed Lasso","5","18","9.03834316201971"
"6 41","0.714612644757177","RF","2","2","9.70351539469481"
"6 42","0.714612644757177","Lasso","5","21","12.7889498219746"
"6 42","0.714612644757177","Relaxed Lasso","5","19","12.2624396330103"
"6 42","0.714612644757177","RF","4","8","8.42956255655601"
"6 43","0.714612644757177","Lasso","4","9","10.8522959981872"
"6 43","0.714612644757177","Relaxed Lasso","3","4","10.1520985340367"
"6 43","0.714612644757177","RF","3","6","7.84442524819715"
"6 44","0.714612644757177","Lasso","5","12","10.0598191409422"
"6 44","0.714612644757177","Relaxed Lasso","5","9","8.05473431761601"
"6 44","0.714612644757177","RF","4","7","7.91184170329217"
"6 45","0.714612644757177","Lasso","5","22","11.2304232231464"
"6 45","0.714612644757177","Relaxed Lasso","2","3","10.8052596747904"
"6 45","0.714612644757177","RF","4","7","8.26619148550388"
"6 46","0.714612644757177","Lasso","5","9","9.49634141390252"
"6 46","0.714612644757177","Relaxed Lasso","5","5","9.50623156037633"
"6 46","0.714612644757177","RF","5","6","10.0842046056932"
"6 47","0.714612644757177","Lasso","5","16","11.7037259000874"
"6 47","0.714612644757177","Relaxed Lasso","5","24","11.66105692597"
"6 47","0.714612644757177","RF","1","8","9.10348115920076"
"6 48","0.714612644757177","Lasso","5","11","7.92361265958578"
"6 48","0.714612644757177","Relaxed Lasso","5","7","7.39078098530242"
"6 48","0.714612644757177","RF","4","7","6.63398839036509"
"6 49","0.714612644757177","Lasso","5","18","8.37821856237765"
"6 49","0.714612644757177","Relaxed Lasso","5","21","7.60602366847428"
"6 49","0.714612644757177","RF","3","5","7.23103835811411"
"6 50","0.714612644757177","Lasso","5","9","9.20250014083209"
"6 50","0.714612644757177","Relaxed Lasso","5","6","8.43649792430661"
"6 50","0.714612644757177","RF","3","5","6.63474920981157"
"6 51","0.714612644757177","Lasso","4","14","8.93973315791815"
"6 51","0.714612644757177","Relaxed Lasso","4","14","8.33308785060916"
"6 51","0.714612644757177","RF","4","6","7.99321442730198"
"6 52","0.714612644757177","Lasso","5","7","8.80840797729162"
"6 52","0.714612644757177","Relaxed Lasso","3","3","8.51228365209124"
"6 52","0.714612644757177","RF","4","6","7.42443394809863"
"6 53","0.714612644757177","Lasso","5","9","8.10392234799522"
"6 53","0.714612644757177","Relaxed Lasso","5","8","7.58804960343916"
"6 53","0.714612644757177","RF","3","4","7.61401416175292"
"6 54","0.714612644757177","Lasso","5","11","9.05644474494314"
"6 54","0.714612644757177","Relaxed Lasso","3","3","9.74124703325894"
"6 54","0.714612644757177","RF","4","9","7.9044005846758"
"6 55","0.714612644757177","Lasso","5","21","8.87572948152794"
"6 55","0.714612644757177","Relaxed Lasso","5","31","9.94013514600397"
"6 55","0.714612644757177","RF","4","7","6.95410285838667"
"6 56","0.714612644757177","Lasso","5","9","9.89935421590053"
"6 56","0.714612644757177","Relaxed Lasso","2","2","11.1288999570062"
"6 56","0.714612644757177","RF","4","4","9.21970964961477"
"6 57","0.714612644757177","Lasso","4","25","10.0764521486848"
"6 57","0.714612644757177","Relaxed Lasso","4","23","11.1367880090936"
"6 57","0.714612644757177","RF","2","4","8.94050035249138"
"6 58","0.714612644757177","Lasso","5","9","8.46866594151997"
"6 58","0.714612644757177","Relaxed Lasso","5","6","9.67664507809438"
"6 58","0.714612644757177","RF","3","3","8.42446252176111"
"6 59","0.714612644757177","Lasso","5","8","8.9382353744111"
"6 59","0.714612644757177","Relaxed Lasso","5","6","8.9076070348153"
"6 59","0.714612644757177","RF","4","8","7.62771541854816"
"6 60","0.714612644757177","Lasso","5","11","11.0193170125963"
"6 60","0.714612644757177","Relaxed Lasso","3","3","10.9911523785289"
"6 60","0.714612644757177","RF","4","5","9.14628104747586"
"6 61","0.714612644757177","Lasso","3","4","9.55222856989235"
"6 61","0.714612644757177","Relaxed Lasso","3","4","9.65559752241238"
"6 61","0.714612644757177","RF","3","6","7.65169301535464"
"6 62","0.714612644757177","Lasso","5","12","9.14802073053493"
"6 62","0.714612644757177","Relaxed Lasso","5","7","8.38175181296686"
"6 62","0.714612644757177","RF","3","6","7.44222212860361"
"6 63","0.714612644757177","Lasso","5","6","9.38548436701838"
"6 63","0.714612644757177","Relaxed Lasso","3","3","9.53051037634529"
"6 63","0.714612644757177","RF","3","4","7.59457065168182"
"6 64","0.714612644757177","Lasso","5","21","8.26582100550411"
"6 64","0.714612644757177","Relaxed Lasso","5","16","8.20076861924186"
"6 64","0.714612644757177","RF","3","7","7.71098700916821"
"6 65","0.714612644757177","Lasso","5","20","13.2160784460244"
"6 65","0.714612644757177","Relaxed Lasso","5","20","12.8519248462172"
"6 65","0.714612644757177","RF","3","5","11.5235364002228"
"6 66","0.714612644757177","Lasso","5","16","8.48893299752351"
"6 66","0.714612644757177","Relaxed Lasso","5","9","8.58995818320919"
"6 66","0.714612644757177","RF","4","6","7.90908368739543"
"6 67","0.714612644757177","Lasso","4","17","11.8560204414756"
"6 67","0.714612644757177","Relaxed Lasso","4","6","12.2201276592129"
"6 67","0.714612644757177","RF","4","6","10.0419888859346"
"6 68","0.714612644757177","Lasso","5","12","8.09944689470894"
"6 68","0.714612644757177","Relaxed Lasso","4","6","8.25306362056103"
"6 68","0.714612644757177","RF","4","7","6.88304693528158"
"6 69","0.714612644757177","Lasso","5","14","9.11132389880817"
"6 69","0.714612644757177","Relaxed Lasso","5","11","8.60075200209777"
"6 69","0.714612644757177","RF","3","7","8.19350950146146"
"6 70","0.714612644757177","Lasso","5","21","7.81961704979498"
"6 70","0.714612644757177","Relaxed Lasso","4","4","7.6337717610415"
"6 70","0.714612644757177","RF","4","5","7.91326923376602"
"6 71","0.714612644757177","Lasso","5","14","11.6200436776854"
"6 71","0.714612644757177","Relaxed Lasso","4","7","10.7965874259872"
"6 71","0.714612644757177","RF","3","8","7.69501390006821"
"6 72","0.714612644757177","Lasso","5","18","11.9268177552231"
"6 72","0.714612644757177","Relaxed Lasso","5","12","11.4992836184302"
"6 72","0.714612644757177","RF","4","7","8.74557999869019"
"6 73","0.714612644757177","Lasso","5","24","9.09115753949524"
"6 73","0.714612644757177","Relaxed Lasso","5","22","9.0725124516498"
"6 73","0.714612644757177","RF","2","4","7.13754653401867"
"6 74","0.714612644757177","Lasso","5","20","9.25493668651302"
"6 74","0.714612644757177","Relaxed Lasso","5","21","9.34981911919118"
"6 74","0.714612644757177","RF","4","5","7.77604695044464"
"6 75","0.714612644757177","Lasso","5","12","7.47202352017523"
"6 75","0.714612644757177","Relaxed Lasso","5","9","7.63212488979768"
"6 75","0.714612644757177","RF","4","6","7.08969145381325"
"6 76","0.714612644757177","Lasso","5","20","9.3468958124448"
"6 76","0.714612644757177","Relaxed Lasso","5","13","9.07233961792135"
"6 76","0.714612644757177","RF","4","6","8.06149189928451"
"6 77","0.714612644757177","Lasso","5","32","6.42969139825974"
"6 77","0.714612644757177","Relaxed Lasso","5","30","6.48924991226942"
"6 77","0.714612644757177","RF","3","5","8.2854843451616"
"6 78","0.714612644757177","Lasso","5","17","9.60885948405154"
"6 78","0.714612644757177","Relaxed Lasso","5","17","9.54859787777384"
"6 78","0.714612644757177","RF","3","8","8.27020188359434"
"6 79","0.714612644757177","Lasso","5","14","9.13571053923272"
"6 79","0.714612644757177","Relaxed Lasso","5","10","9.40427454778926"
"6 79","0.714612644757177","RF","1","5","8.02019033182176"
"6 80","0.714612644757177","Lasso","5","29","7.06641883241179"
"6 80","0.714612644757177","Relaxed Lasso","4","7","7.24878952491493"
"6 80","0.714612644757177","RF","4","7","5.83930492855525"
"6 81","0.714612644757177","Lasso","5","16","5.97931728018464"
"6 81","0.714612644757177","Relaxed Lasso","5","14","5.54990837976454"
"6 81","0.714612644757177","RF","4","4","7.91390777145051"
"6 82","0.714612644757177","Lasso","5","14","9.99883548869541"
"6 82","0.714612644757177","Relaxed Lasso","4","6","10.688487239382"
"6 82","0.714612644757177","RF","3","4","8.28458881237728"
"6 83","0.714612644757177","Lasso","5","10","10.5881163749399"
"6 83","0.714612644757177","Relaxed Lasso","5","6","10.8245903783323"
"6 83","0.714612644757177","RF","5","8","9.26199413917864"
"6 84","0.714612644757177","Lasso","4","11","11.1093540088416"
"6 84","0.714612644757177","Relaxed Lasso","4","11","12.3791020460944"
"6 84","0.714612644757177","RF","3","6","9.45953162150346"
"6 85","0.714612644757177","Lasso","5","19","9.30031966986981"
"6 85","0.714612644757177","Relaxed Lasso","5","8","8.48140818156476"
"6 85","0.714612644757177","RF","4","5","8.44914945592423"
"6 86","0.714612644757177","Lasso","5","25","9.21189645390972"
"6 86","0.714612644757177","Relaxed Lasso","5","31","9.10205072920154"
"6 86","0.714612644757177","RF","2","11","7.68229641565241"
"6 87","0.714612644757177","Lasso","5","19","8.58889628311024"
"6 87","0.714612644757177","Relaxed Lasso","5","14","7.88563878991375"
"6 87","0.714612644757177","RF","5","7","7.13382262075357"
"6 88","0.714612644757177","Lasso","5","16","10.6825103424622"
"6 88","0.714612644757177","Relaxed Lasso","5","5","10.2390727702906"
"6 88","0.714612644757177","RF","4","8","9.73066302965011"
"6 89","0.714612644757177","Lasso","5","12","11.0961376738754"
"6 89","0.714612644757177","Relaxed Lasso","3","4","11.8421455219731"
"6 89","0.714612644757177","RF","2","6","9.34649064928558"
"6 90","0.714612644757177","Lasso","5","14","11.9908628432774"
"6 90","0.714612644757177","Relaxed Lasso","5","10","12.3012367305391"
"6 90","0.714612644757177","RF","4","4","8.99346430306325"
"6 91","0.714612644757177","Lasso","5","12","9.2321143517143"
"6 91","0.714612644757177","Relaxed Lasso","5","11","9.05226567609216"
"6 91","0.714612644757177","RF","4","8","8.39068000003937"
"6 92","0.714612644757177","Lasso","5","13","9.45518285773032"
"6 92","0.714612644757177","Relaxed Lasso","5","5","9.08048628167329"
"6 92","0.714612644757177","RF","5","8","9.08387202609926"
"6 93","0.714612644757177","Lasso","5","14","9.40663296469486"
"6 93","0.714612644757177","Relaxed Lasso","5","6","9.60351726342847"
"6 93","0.714612644757177","RF","4","5","8.90133480038641"
"6 94","0.714612644757177","Lasso","5","12","10.0079708003682"
"6 94","0.714612644757177","Relaxed Lasso","5","12","9.48793592804167"
"6 94","0.714612644757177","RF","5","7","7.7679019566905"
"6 95","0.714612644757177","Lasso","5","8","8.08809964943753"
"6 95","0.714612644757177","Relaxed Lasso","5","8","8.22029227217836"
"6 95","0.714612644757177","RF","3","6","8.76538981064179"
"6 96","0.714612644757177","Lasso","5","12","8.25710608712834"
"6 96","0.714612644757177","Relaxed Lasso","4","4","7.91456788759293"
"6 96","0.714612644757177","RF","4","6","7.88676601611329"
"6 97","0.714612644757177","Lasso","5","18","10.9381064167961"
"6 97","0.714612644757177","Relaxed Lasso","5","5","12.1050250506164"
"6 97","0.714612644757177","RF","4","7","10.7638505903473"
"6 98","0.714612644757177","Lasso","5","16","7.52033683428179"
"6 98","0.714612644757177","Relaxed Lasso","5","11","7.70740652721578"
"6 98","0.714612644757177","RF","3","5","6.18990820842404"
"6 99","0.714612644757177","Lasso","5","6","11.6320006702356"
"6 99","0.714612644757177","Relaxed Lasso","4","4","11.2475497451583"
"6 99","0.714612644757177","RF","4","5","10.6136743688429"
"6 100","0.714612644757177","Lasso","5","14","11.1113280469633"
"6 100","0.714612644757177","Relaxed Lasso","5","10","11.4439915896986"
"6 100","0.714612644757177","RF","4","7","8.51040985020095"
"7 1","1.21644039911468","Lasso","5","17","7.03394653012702"
"7 1","1.21644039911468","Relaxed Lasso","5","16","7.53564885519461"
"7 1","1.21644039911468","RF","4","7","6.46135341315146"
"7 2","1.21644039911468","Lasso","5","14","5.92303944252454"
"7 2","1.21644039911468","Relaxed Lasso","4","5","6.28173240119233"
"7 2","1.21644039911468","RF","4","7","6.58481703332781"
"7 3","1.21644039911468","Lasso","5","15","7.43860139516428"
"7 3","1.21644039911468","Relaxed Lasso","5","13","7.32353252912895"
"7 3","1.21644039911468","RF","4","5","7.33851643247148"
"7 4","1.21644039911468","Lasso","5","25","5.57080490717517"
"7 4","1.21644039911468","Relaxed Lasso","4","4","5.5355461581137"
"7 4","1.21644039911468","RF","4","6","5.73694900350141"
"7 5","1.21644039911468","Lasso","5","17","5.26676698111481"
"7 5","1.21644039911468","Relaxed Lasso","5","6","5.8118115773834"
"7 5","1.21644039911468","RF","4","5","4.68022282554962"
"7 6","1.21644039911468","Lasso","5","25","4.51352340452174"
"7 6","1.21644039911468","Relaxed Lasso","5","19","4.39171986198061"
"7 6","1.21644039911468","RF","2","4","4.7133394447553"
"7 7","1.21644039911468","Lasso","5","20","5.24779784630999"
"7 7","1.21644039911468","Relaxed Lasso","5","14","4.91323838157642"
"7 7","1.21644039911468","RF","5","6","5.39382662115856"
"7 8","1.21644039911468","Lasso","5","21","5.62613766779871"
"7 8","1.21644039911468","Relaxed Lasso","5","11","5.7167236634795"
"7 8","1.21644039911468","RF","5","6","6.89366388812786"
"7 9","1.21644039911468","Lasso","5","10","4.88873614528221"
"7 9","1.21644039911468","Relaxed Lasso","4","4","4.70137776439926"
"7 9","1.21644039911468","RF","4","6","4.4325860250849"
"7 10","1.21644039911468","Lasso","5","12","6.84518580872459"
"7 10","1.21644039911468","Relaxed Lasso","5","5","6.45592965542085"
"7 10","1.21644039911468","RF","5","5","6.66736431433802"
"7 11","1.21644039911468","Lasso","5","9","5.25962426913195"
"7 11","1.21644039911468","Relaxed Lasso","5","5","5.27568760586868"
"7 11","1.21644039911468","RF","5","5","4.73483794546747"
"7 12","1.21644039911468","Lasso","5","12","4.80093882048039"
"7 12","1.21644039911468","Relaxed Lasso","5","9","4.32742874235973"
"7 12","1.21644039911468","RF","4","4","4.83542116413195"
"7 13","1.21644039911468","Lasso","5","11","6.97046668131985"
"7 13","1.21644039911468","Relaxed Lasso","5","9","6.97156234327678"
"7 13","1.21644039911468","RF","4","5","6.71293293610034"
"7 14","1.21644039911468","Lasso","5","18","5.0451236757603"
"7 14","1.21644039911468","Relaxed Lasso","5","6","5.038352051393"
"7 14","1.21644039911468","RF","5","6","5.81595572831709"
"7 15","1.21644039911468","Lasso","5","19","5.83396403523651"
"7 15","1.21644039911468","Relaxed Lasso","5","5","6.07710204825838"
"7 15","1.21644039911468","RF","4","6","6.40681378552212"
"7 16","1.21644039911468","Lasso","5","16","6.10319718206908"
"7 16","1.21644039911468","Relaxed Lasso","5","9","6.11681260247352"
"7 16","1.21644039911468","RF","4","6","5.81040396156698"
"7 17","1.21644039911468","Lasso","5","7","6.44865198780347"
"7 17","1.21644039911468","Relaxed Lasso","5","5","5.54796106100187"
"7 17","1.21644039911468","RF","4","4","5.41716301767034"
"7 18","1.21644039911468","Lasso","5","18","5.15906940451317"
"7 18","1.21644039911468","Relaxed Lasso","5","11","5.01374765191397"
"7 18","1.21644039911468","RF","3","5","5.88705749109612"
"7 19","1.21644039911468","Lasso","5","18","5.46912675594855"
"7 19","1.21644039911468","Relaxed Lasso","5","6","5.31450249286389"
"7 19","1.21644039911468","RF","5","6","5.64422778571947"
"7 20","1.21644039911468","Lasso","5","14","5.15795909649948"
"7 20","1.21644039911468","Relaxed Lasso","5","9","5.01237514735617"
"7 20","1.21644039911468","RF","5","5","5.38650075970566"
"7 21","1.21644039911468","Lasso","5","11","4.90099220523709"
"7 21","1.21644039911468","Relaxed Lasso","3","3","5.18458138178928"
"7 21","1.21644039911468","RF","4","4","5.68623351316503"
"7 22","1.21644039911468","Lasso","5","18","4.78078323488072"
"7 22","1.21644039911468","Relaxed Lasso","5","6","4.85345813661519"
"7 22","1.21644039911468","RF","5","5","4.52128323508443"
"7 23","1.21644039911468","Lasso","5","9","6.03085858146343"
"7 23","1.21644039911468","Relaxed Lasso","5","6","6.21640340307341"
"7 23","1.21644039911468","RF","5","7","5.52354851586967"
"7 24","1.21644039911468","Lasso","5","14","5.00017642276781"
"7 24","1.21644039911468","Relaxed Lasso","5","5","5.26190803259701"
"7 24","1.21644039911468","RF","5","6","5.29677023060282"
"7 25","1.21644039911468","Lasso","5","17","6.49106980623383"
"7 25","1.21644039911468","Relaxed Lasso","5","16","6.12296540797147"
"7 25","1.21644039911468","RF","4","4","5.50366739833311"
"7 26","1.21644039911468","Lasso","5","20","5.20603276890586"
"7 26","1.21644039911468","Relaxed Lasso","5","8","5.03039153311947"
"7 26","1.21644039911468","RF","5","6","5.02447339131032"
"7 27","1.21644039911468","Lasso","5","17","5.68730395484326"
"7 27","1.21644039911468","Relaxed Lasso","4","5","5.59999856540682"
"7 27","1.21644039911468","RF","3","5","5.1213562398941"
"7 28","1.21644039911468","Lasso","5","10","5.37031583194075"
"7 28","1.21644039911468","Relaxed Lasso","5","5","5.39997310431096"
"7 28","1.21644039911468","RF","3","3","6.08200019984804"
"7 29","1.21644039911468","Lasso","5","16","5.80293786517677"
"7 29","1.21644039911468","Relaxed Lasso","5","10","5.78234810685579"
"7 29","1.21644039911468","RF","4","5","5.22931298828153"
"7 30","1.21644039911468","Lasso","5","13","5.08880021452581"
"7 30","1.21644039911468","Relaxed Lasso","5","8","5.74007860604588"
"7 30","1.21644039911468","RF","4","6","5.10607881351404"
"7 31","1.21644039911468","Lasso","5","19","5.37549077981216"
"7 31","1.21644039911468","Relaxed Lasso","5","18","5.82277444528705"
"7 31","1.21644039911468","RF","5","6","5.66738445589869"
"7 32","1.21644039911468","Lasso","5","15","5.91436409463148"
"7 32","1.21644039911468","Relaxed Lasso","5","11","6.00584990284765"
"7 32","1.21644039911468","RF","4","8","5.81644442534952"
"7 33","1.21644039911468","Lasso","5","24","4.71595278671666"
"7 33","1.21644039911468","Relaxed Lasso","5","6","4.43759567286248"
"7 33","1.21644039911468","RF","4","5","5.01995965447215"
"7 34","1.21644039911468","Lasso","5","15","5.85782208554146"
"7 34","1.21644039911468","Relaxed Lasso","5","5","6.18380968556414"
"7 34","1.21644039911468","RF","4","4","7.58276045730613"
"7 35","1.21644039911468","Lasso","5","13","6.33083514364791"
"7 35","1.21644039911468","Relaxed Lasso","5","7","5.9938633690266"
"7 35","1.21644039911468","RF","5","6","6.27247766201657"
"7 36","1.21644039911468","Lasso","5","21","5.09074116151629"
"7 36","1.21644039911468","Relaxed Lasso","5","14","5.14778364925612"
"7 36","1.21644039911468","RF","3","6","4.59621622917547"
"7 37","1.21644039911468","Lasso","5","13","6.51839087415106"
"7 37","1.21644039911468","Relaxed Lasso","5","7","6.84799276170609"
"7 37","1.21644039911468","RF","3","4","6.68636561443925"
"7 38","1.21644039911468","Lasso","5","10","5.63575119555763"
"7 38","1.21644039911468","Relaxed Lasso","5","5","5.53035572513336"
"7 38","1.21644039911468","RF","5","7","5.04089191118897"
"7 39","1.21644039911468","Lasso","5","15","4.94431329762483"
"7 39","1.21644039911468","Relaxed Lasso","5","11","5.61343825532529"
"7 39","1.21644039911468","RF","5","6","5.42119282789659"
"7 40","1.21644039911468","Lasso","5","14","5.26195623849872"
"7 40","1.21644039911468","Relaxed Lasso","5","6","5.71230717955987"
"7 40","1.21644039911468","RF","4","7","5.07391762937585"
"7 41","1.21644039911468","Lasso","5","11","3.94941485262596"
"7 41","1.21644039911468","Relaxed Lasso","5","5","3.85508601633835"
"7 41","1.21644039911468","RF","4","4","4.76813931332395"
"7 42","1.21644039911468","Lasso","5","11","6.26480717115166"
"7 42","1.21644039911468","Relaxed Lasso","5","5","5.09708215097188"
"7 42","1.21644039911468","RF","5","5","5.83462970172113"
"7 43","1.21644039911468","Lasso","5","13","7.34352992634902"
"7 43","1.21644039911468","Relaxed Lasso","5","9","6.75899483828256"
"7 43","1.21644039911468","RF","2","5","5.76385065836413"
"7 44","1.21644039911468","Lasso","5","13","4.75440396133769"
"7 44","1.21644039911468","Relaxed Lasso","5","10","4.73043081493744"
"7 44","1.21644039911468","RF","4","7","5.1875346476964"
"7 45","1.21644039911468","Lasso","5","10","6.70167096581217"
